Year,Area,Variable,Generation (TWh),Production (TWh),Share of production (%)
2016,United Kingdom,Renewables,82,335,24
2016,United Kingdom,Hydro,5,335,2
2016,United Kingdom,Wind and solar,48,335,14
2016,United Kingdom,Wind,37,335,11
2016,United Kingdom,Solar,10,335,3
2016,United Kingdom,Bioenergy,29,335,9
2017,Austria,Fossil,16,67,24
2017,Austria,Coal,2,67,3
2017,Austria,Hard Coal,2,67,3
2017,Austria,Gas,11,67,16
2017,Austria,Fossil,4,67,5
2017,Austria,Renewables,51,67,76
2017,Austria,Hydro,38,67,57
2017,Austria,Wind and solar,8,67,12
2017,Austria,Wind,7,67,10
2017,Austria,Solar,1,67,2
2017,Austria,Bioenergy,5,67,7
2017,Belgium,Fossil,27,85,32
2017,Belgium,Gas,23,85,27
2017,Belgium,Fossil,4,85,5
2017,Belgium,Nuclear,42,85,50
2017,Belgium,Renewables,16,85,19
2017,Belgium,Wind and solar,10,85,12
2017,Belgium,Wind,7,85,8
2017,Belgium,Solar,3,85,4
2017,Belgium,Bioenergy,6,85,7
2017,Bulgaria,Fossil,23,45,52
2017,Bulgaria,Coal,21,45,47
2017,Bulgaria,Lignite,21,45,46
2017,Bulgaria,Gas,2,45,4
2017,Bulgaria,Nuclear,16,45,35
2017,Bulgaria,Renewables,6,45,14
2017,Bulgaria,Hydro,3,45,6
2017,Bulgaria,Wind and solar,3,45,6
2017,Bulgaria,Wind,2,45,3
2017,Bulgaria,Solar,1,45,3
2017,Croatia,Fossil,5,12,40
2017,Croatia,Coal,1,12,12
2017,Croatia,Hard Coal,1,12,11
2017,Croatia,Gas,3,12,26
2017,Croatia,Renewables,7,12,60
2017,Croatia,Hydro,5,12,45
2017,Croatia,Wind and solar,1,12,11
2017,Croatia,Wind,1,12,10
2017,Croatia,Bioenergy,1,12,4
2017,Cyprus,Fossil,5,5,91
2017,Cyprus,Fossil,5,5,91
2017,Czech Republic,Fossil,48,86,56
2017,Czech Republic,Coal,41,86,48
2017,Czech Republic,Hard Coal,4,86,5
2017,Czech Republic,Lignite,37,86,43
2017,Czech Republic,Gas,4,86,4
2017,Czech Republic,Fossil,3,86,3
2017,Czech Republic,Nuclear,28,86,33
2017,Czech Republic,Renewables,10,86,11
2017,Czech Republic,Hydro,2,86,2
2017,Czech Republic,Wind and solar,3,86,3
2017,Czech Republic,Wind,1,86,1
2017,Czech Republic,Solar,2,86,3
2017,Czech Republic,Bioenergy,5,86,6
2017,Denmark,Fossil,9,31,30
2017,Denmark,Coal,6,31,20
2017,Denmark,Hard Coal,6,31,20
2017,Denmark,Gas,2,31,7
2017,Denmark,Fossil,1,31,3
2017,Denmark,Renewables,22,31,70
2017,Denmark,Wind and solar,16,31,50
2017,Denmark,Wind,15,31,48
2017,Denmark,Solar,1,31,2
2017,Denmark,Bioenergy,6,31,20
2017,Estonia,Fossil,11,13,86
2017,Estonia,Fossil,11,13,85
2017,Estonia,Renewables,2,13,14
2017,Estonia,Wind and solar,1,13,6
2017,Estonia,Wind,1,13,6
2017,Estonia,Bioenergy,1,13,8
2017,Finland,Fossil,13,67,20
2017,Finland,Coal,6,67,9
2017,Finland,Hard Coal,6,67,9
2017,Finland,Gas,3,67,5
2017,Finland,Fossil,4,67,6
2017,Finland,Nuclear,22,67,33
2017,Finland,Renewables,31,67,47
2017,Finland,Hydro,15,67,22
2017,Finland,Wind and solar,5,67,7
2017,Finland,Wind,5,67,7
2017,Finland,Bioenergy,12,67,18
2017,France,Fossil,65,556,12
2017,France,Coal,13,556,2
2017,France,Hard Coal,13,556,2
2017,France,Gas,41,556,7
2017,France,Fossil,12,556,2
2017,France,Nuclear,398,556,72
2017,France,Renewables,93,556,17
2017,France,Hydro,50,556,9
2017,France,Wind and solar,34,556,6
2017,France,Wind,25,556,4
2017,France,Solar,10,556,2
2017,France,Bioenergy,8,556,1
2017,France,Renewables,1,556,0
2017,Germany,Fossil,355,648,55
2017,Germany,Coal,241,648,37
2017,Germany,Hard Coal,93,648,14
2017,Germany,Lignite,148,648,23
2017,Germany,Gas,87,648,13
2017,Germany,Fossil,27,648,4
2017,Germany,Nuclear,76,648,12
2017,Germany,Renewables,217,648,33
2017,Germany,Hydro,20,648,3
2017,Germany,Wind and solar,145,648,22
2017,Germany,Wind,106,648,16
2017,Germany,Solar,39,648,6
2017,Germany,Bioenergy,51,648,8
2017,Greece,Fossil,41,55,75
2017,Greece,Coal,19,55,34
2017,Greece,Lignite,19,55,34
2017,Greece,Gas,17,55,31
2017,Greece,Fossil,5,55,10
2017,Greece,Renewables,14,55,25
2017,Greece,Hydro,4,55,7
2017,Greece,Wind and solar,10,55,17
2017,Greece,Wind,6,55,10
2017,Greece,Solar,4,55,7
2017,Hungary,Fossil,13,33,40
2017,Hungary,Coal,5,33,15
2017,Hungary,Lignite,5,33,14
2017,Hungary,Gas,8,33,24
2017,Hungary,Nuclear,16,33,49
2017,Hungary,Renewables,3,33,11
2017,Hungary,Wind and solar,1,33,3
2017,Hungary,Wind,1,33,2
2017,Hungary,Bioenergy,2,33,7
2017,Ireland,Fossil,22,31,71
2017,Ireland,Coal,4,31,12
2017,Ireland,Hard Coal,4,31,12
2017,Ireland,Gas,16,31,51
2017,Ireland,Fossil,2,31,8
2017,Ireland,Renewables,9,31,29
2017,Ireland,Hydro,1,31,2
2017,Ireland,Wind and solar,7,31,24
2017,Ireland,Wind,7,31,24
2017,Ireland,Bioenergy,1,31,2
2017,Italy,Fossil,189,293,65
2017,Italy,Coal,33,293,11
2017,Italy,Hard Coal,33,293,11
2017,Italy,Gas,140,293,48
2017,Italy,Fossil,16,293,6
2017,Italy,Renewables,104,293,35
2017,Italy,Hydro,36,293,12
2017,Italy,Wind and solar,42,293,14
2017,Italy,Wind,18,293,6
2017,Italy,Solar,24,293,8
2017,Italy,Bioenergy,19,293,7
2017,Italy,Renewables,6,293,2
2017,Latvia,Fossil,2,8,27
2017,Latvia,Gas,2,8,27
2017,Latvia,Renewables,5,8,73
2017,Latvia,Hydro,4,8,58
2017,Latvia,Bioenergy,1,8,12
2017,Lithuania,Fossil,1,3,24
2017,Lithuania,Gas,1,3,18
2017,Lithuania,Renewables,3,3,76
2017,Lithuania,Hydro,1,3,18
2017,Lithuania,Wind and solar,1,3,43
2017,Lithuania,Wind,1,3,41
2017,Lithuania,Bioenergy,1,3,15
2017,Luxembourg,Renewables,1,1,67
2017,Malta,Fossil,1,2,90
2017,Malta,Gas,1,2,78
2017,Netherlands,Fossil,96,117,82
2017,Netherlands,Coal,31,117,27
2017,Netherlands,Hard Coal,31,117,27
2017,Netherlands,Gas,59,117,51
2017,Netherlands,Fossil,6,117,5
2017,Netherlands,Nuclear,3,117,3
2017,Netherlands,Renewables,17,117,15
2017,Netherlands,Wind and solar,13,117,11
2017,Netherlands,Wind,11,117,9
2017,Netherlands,Solar,2,117,2
2017,Netherlands,Bioenergy,5,117,4
2017,Poland,Fossil,146,170,86
2017,Poland,Coal,131,170,77
2017,Poland,Hard Coal,79,170,46
2017,Poland,Lignite,52,170,31
2017,Poland,Gas,10,170,6
2017,Poland,Fossil,5,170,3
2017,Poland,Renewables,24,170,14
2017,Poland,Hydro,3,170,2
2017,Poland,Wind and solar,15,170,9
2017,Poland,Wind,15,170,9
2017,Poland,Bioenergy,6,170,4
2017,Portugal,Fossil,35,58,61
2017,Portugal,Coal,15,58,25
2017,Portugal,Hard Coal,15,58,25
2017,Portugal,Gas,19,58,33
2017,Portugal,Fossil,2,58,3
2017,Portugal,Renewables,23,58,39
2017,Portugal,Hydro,6,58,10
2017,Portugal,Wind and solar,13,58,23
2017,Portugal,Wind,12,58,21
2017,Portugal,Solar,1,58,2
2017,Portugal,Bioenergy,3,58,6
2017,Romania,Fossil,28,64,44
2017,Romania,Coal,17,64,26
2017,Romania,Lignite,17,64,26
2017,Romania,Gas,11,64,17
2017,Romania,Fossil,1,64,1
2017,Romania,Nuclear,12,64,18
2017,Romania,Renewables,24,64,38
2017,Romania,Hydro,14,64,23
2017,Romania,Wind and solar,9,64,14
2017,Romania,Wind,7,64,12
2017,Romania,Solar,2,64,3
2017,Romania,Bioenergy,1,64,1
2017,Slovakia,Fossil,6,27,21
2017,Slovakia,Coal,3,27,11
2017,Slovakia,Hard Coal,1,27,5
2017,Slovakia,Lignite,2,27,6
2017,Slovakia,Gas,2,27,6
2017,Slovakia,Fossil,1,27,4
2017,Slovakia,Nuclear,15,27,55
2017,Slovakia,Renewables,7,27,24
2017,Slovakia,Hydro,4,27,16
2017,Slovakia,Wind and solar,1,27,2
2017,Slovakia,Solar,1,27,2
2017,Slovakia,Bioenergy,2,27,6
2017,Slovenia,Fossil,5,16,33
2017,Slovenia,Coal,5,16,30
2017,Slovenia,Lignite,4,16,28
2017,Slovenia,Nuclear,6,16,39
2017,Slovenia,Renewables,4,16,28
2017,Slovenia,Hydro,4,16,24
2017,Spain,Fossil,127,273,47
2017,Spain,Coal,45,273,17
2017,Spain,Hard Coal,45,273,17
2017,Spain,Gas,64,273,23
2017,Spain,Fossil,18,273,7
2017,Spain,Nuclear,58,273,21
2017,Spain,Renewables,88,273,32
2017,Spain,Hydro,18,273,7
2017,Spain,Wind and solar,64,273,23
2017,Spain,Wind,49,273,18
2017,Spain,Solar,14,273,5
2017,Spain,Bioenergy,6,273,2
2017,Sweden,Fossil,3,164,2
2017,Sweden,Fossil,3,164,2
2017,Sweden,Nuclear,66,164,40
2017,Sweden,Renewables,95,164,58
2017,Sweden,Hydro,65,164,40
2017,Sweden,Wind and solar,18,164,11
2017,Sweden,Wind,18,164,11
2017,Sweden,Bioenergy,12,164,7
2017,United Kingdom,Fossil,166,333,50
2017,United Kingdom,Coal,23,333,7
2017,United Kingdom,Hard Coal,23,333,7
2017,United Kingdom,Gas,137,333,41
2017,United Kingdom,Fossil,7,333,2
2017,United Kingdom,Nuclear,70,333,21
2017,United Kingdom,Renewables,97,333,29
2017,United Kingdom,Hydro,6,333,2
2017,United Kingdom,Wind and solar,61,333,18
2017,United Kingdom,Wind,50,333,15
2017,United Kingdom,Solar,11,333,3
2017,United Kingdom,Bioenergy,30,333,9
2018,Austria,Fossil,15,65,23
2018,Austria,Coal,2,65,3
2018,Austria,Hard Coal,2,65,3
2018,Austria,Gas,10,65,15
2018,Austria,Fossil,3,65,5
2018,Austria,Renewables,50,65,77
2018,Austria,Hydro,38,65,58
2018,Austria,Wind and solar,7,65,11
2018,Austria,Wind,6,65,9
2018,Austria,Solar,1,65,2
2018,Austria,Bioenergy,5,65,8
2018,Belgium,Fossil,28,74,38
2018,Belgium,Gas,24,74,33
2018,Belgium,Fossil,4,74,5
2018,Belgium,Nuclear,29,74,39
2018,Belgium,Renewables,17,74,23
2018,Belgium,Wind and solar,11,74,15
2018,Belgium,Wind,7,74,10
2018,Belgium,Solar,4,74,5
2018,Belgium,Bioenergy,5,74,7
2018,Bulgaria,Fossil,21,47,45
2018,Bulgaria,Coal,19,47,40
2018,Bulgaria,Lignite,18,47,39
2018,Bulgaria,Gas,2,47,4
2018,Bulgaria,Nuclear,16,47,35
2018,Bulgaria,Renewables,9,47,20
2018,Bulgaria,Hydro,5,47,11
2018,Bulgaria,Wind and solar,3,47,6
2018,Bulgaria,Wind,1,47,3
2018,Bulgaria,Solar,1,47,3
2018,Bulgaria,Bioenergy,1,47,3
2018,Croatia,Fossil,4,14,28
2018,Croatia,Coal,1,14,11
2018,Croatia,Hard Coal,1,14,11
2018,Croatia,Gas,2,14,17
2018,Croatia,Renewables,10,14,72
2018,Croatia,Hydro,8,14,57
2018,Croatia,Wind and solar,1,14,10
2018,Croatia,Wind,1,14,10
2018,Croatia,Bioenergy,1,14,5
2018,Cyprus,Fossil,5,5,91
2018,Cyprus,Fossil,5,5,91
2018,Czech Republic,Fossil,48,87,55
2018,Czech Republic,Coal,41,87,47
2018,Czech Republic,Hard Coal,3,87,4
2018,Czech Republic,Lignite,38,87,43
2018,Czech Republic,Gas,4,87,4
2018,Czech Republic,Fossil,3,87,3
2018,Czech Republic,Nuclear,30,87,34
2018,Czech Republic,Renewables,9,87,11
2018,Czech Republic,Hydro,2,87,2
2018,Czech Republic,Wind and solar,3,87,3
2018,Czech Republic,Wind,1,87,1
2018,Czech Republic,Solar,2,87,3
2018,Czech Republic,Bioenergy,5,87,6
2018,Denmark,Fossil,10,30,32
2018,Denmark,Coal,7,30,22
2018,Denmark,Hard Coal,7,30,22
2018,Denmark,Gas,2,30,7
2018,Denmark,Fossil,1,30,3
2018,Denmark,Renewables,21,30,68
2018,Denmark,Wind and solar,15,30,49
2018,Denmark,Wind,14,30,46
2018,Denmark,Solar,1,30,3
2018,Denmark,Bioenergy,6,30,19
2018,Estonia,Fossil,10,12,84
2018,Estonia,Fossil,10,12,83
2018,Estonia,Renewables,2,12,16
2018,Estonia,Wind and solar,1,12,5
2018,Estonia,Wind,1,12,5
2018,Estonia,Bioenergy,1,12,11
2018,Finland,Fossil,15,70,22
2018,Finland,Coal,6,70,8
2018,Finland,Hard Coal,6,70,8
2018,Finland,Gas,4,70,6
2018,Finland,Fossil,5,70,7
2018,Finland,Nuclear,23,70,33
2018,Finland,Renewables,32,70,46
2018,Finland,Hydro,13,70,19
2018,Finland,Wind and solar,6,70,8
2018,Finland,Wind,6,70,8
2018,Finland,Bioenergy,13,70,18
2018,France,Fossil,50,576,9
2018,France,Coal,8,576,1
2018,France,Hard Coal,8,576,1
2018,France,Gas,31,576,5
2018,France,Fossil,11,576,2
2018,France,Nuclear,413,576,72
2018,France,Renewables,113,576,20
2018,France,Hydro,65,576,11
2018,France,Wind and solar,39,576,7
2018,France,Wind,29,576,5
2018,France,Solar,11,576,2
2018,France,Bioenergy,8,576,1
2018,France,Renewables,1,576,0
2018,Germany,Fossil,337,637,53
2018,Germany,Coal,228,637,36
2018,Germany,Hard Coal,83,637,13
2018,Germany,Lignite,146,637,23
2018,Germany,Gas,83,637,13
2018,Germany,Fossil,26,637,4
2018,Germany,Nuclear,76,637,12
2018,Germany,Renewables,225,637,35
2018,Germany,Hydro,18,637,3
2018,Germany,Wind and solar,156,637,24
2018,Germany,Wind,110,637,17
2018,Germany,Solar,46,637,7
2018,Germany,Bioenergy,51,637,8
2018,Greece,Fossil,37,53,70
2018,Greece,Coal,17,53,32
2018,Greece,Lignite,17,53,32
2018,Greece,Gas,14,53,26
2018,Greece,Fossil,6,53,11
2018,Greece,Renewables,16,53,30
2018,Greece,Hydro,6,53,11
2018,Greece,Wind and solar,10,53,19
2018,Greece,Wind,6,53,12
2018,Greece,Solar,4,53,7
2018,Hungary,Fossil,12,32,39
2018,Hungary,Coal,5,32,15
2018,Hungary,Lignite,5,32,14
2018,Hungary,Gas,7,32,23
2018,Hungary,Nuclear,16,32,49
2018,Hungary,Renewables,4,32,12
2018,Hungary,Wind and solar,1,32,4
2018,Hungary,Wind,1,32,2
2018,Hungary,Solar,1,32,2
2018,Hungary,Bioenergy,2,32,7
2018,Ireland,Fossil,21,31,67
2018,Ireland,Coal,2,31,7
2018,Ireland,Hard Coal,2,31,7
2018,Ireland,Gas,16,31,52
2018,Ireland,Fossil,3,31,8
2018,Ireland,Renewables,10,31,33
2018,Ireland,Hydro,1,31,2
2018,Ireland,Wind and solar,9,31,28
2018,Ireland,Wind,9,31,28
2018,Ireland,Bioenergy,1,31,3
2018,Italy,Fossil,173,287,60
2018,Italy,Coal,28,287,10
2018,Italy,Hard Coal,28,287,10
2018,Italy,Gas,129,287,45
2018,Italy,Fossil,16,287,6
2018,Italy,Renewables,114,287,40
2018,Italy,Hydro,49,287,17
2018,Italy,Wind and solar,40,287,14
2018,Italy,Wind,18,287,6
2018,Italy,Solar,23,287,8
2018,Italy,Bioenergy,19,287,7
2018,Italy,Renewables,6,287,2
2018,Latvia,Fossil,3,7,48
2018,Latvia,Gas,3,7,48
2018,Latvia,Renewables,3,7,52
2018,Latvia,Hydro,2,7,36
2018,Latvia,Bioenergy,1,7,14
2018,Lithuania,Fossil,1,3,20
2018,Lithuania,Renewables,2,3,80
2018,Lithuania,Wind and solar,1,3,45
2018,Lithuania,Wind,1,3,42
2018,Lithuania,Bioenergy,1,3,20
2018,Luxembourg,Renewables,1,1,72
2018,Malta,Fossil,2,2,90
2018,Malta,Gas,2,2,89
2018,Netherlands,Fossil,92,114,80
2018,Netherlands,Coal,27,114,24
2018,Netherlands,Hard Coal,27,114,24
2018,Netherlands,Gas,58,114,51
2018,Netherlands,Fossil,6,114,5
2018,Netherlands,Nuclear,4,114,3
2018,Netherlands,Renewables,19,114,17
2018,Netherlands,Wind and solar,14,114,12
2018,Netherlands,Wind,11,114,9
2018,Netherlands,Solar,4,114,3
2018,Netherlands,Bioenergy,5,114,4
2018,Poland,Fossil,148,169,87
2018,Poland,Coal,131,169,77
2018,Poland,Hard Coal,81,169,48
2018,Poland,Lignite,49,169,29
2018,Poland,Gas,13,169,7
2018,Poland,Fossil,5,169,3
2018,Poland,Renewables,22,169,13
2018,Poland,Hydro,2,169,1
2018,Poland,Wind and solar,13,169,8
2018,Poland,Wind,13,169,8
2018,Poland,Bioenergy,7,169,4
2018,Portugal,Fossil,29,58,50
2018,Portugal,Coal,12,58,21
2018,Portugal,Hard Coal,12,58,21
2018,Portugal,Gas,16,58,27
2018,Portugal,Fossil,1,58,2
2018,Portugal,Renewables,29,58,50
2018,Portugal,Hydro,12,58,21
2018,Portugal,Wind and solar,14,58,23
2018,Portugal,Wind,13,58,22
2018,Portugal,Solar,1,58,2
2018,Portugal,Bioenergy,3,58,5
2018,Romania,Fossil,27,64,42
2018,Romania,Coal,16,64,24
2018,Romania,Lignite,15,64,24
2018,Romania,Gas,11,64,16
2018,Romania,Fossil,1,64,1
2018,Romania,Nuclear,11,64,18
2018,Romania,Renewables,26,64,41
2018,Romania,Hydro,18,64,27
2018,Romania,Wind and solar,8,64,13
2018,Romania,Wind,6,64,10
2018,Romania,Solar,2,64,3
2018,Slovakia,Fossil,6,27,22
2018,Slovakia,Coal,3,27,11
2018,Slovakia,Hard Coal,1,27,6
2018,Slovakia,Lignite,2,27,6
2018,Slovakia,Gas,2,27,7
2018,Slovakia,Fossil,1,27,4
2018,Slovakia,Nuclear,15,27,56
2018,Slovakia,Renewables,6,27,22
2018,Slovakia,Hydro,4,27,14
2018,Slovakia,Wind and solar,1,27,2
2018,Slovakia,Solar,1,27,2
2018,Slovakia,Bioenergy,2,27,6
2018,Slovenia,Fossil,5,16,32
2018,Slovenia,Coal,5,16,29
2018,Slovenia,Lignite,4,16,26
2018,Slovenia,Nuclear,6,16,36
2018,Slovenia,Renewables,5,16,32
2018,Slovenia,Hydro,5,16,29
2018,Spain,Fossil,112,272,41
2018,Spain,Coal,37,272,14
2018,Spain,Hard Coal,37,272,14
2018,Spain,Gas,58,272,21
2018,Spain,Fossil,17,272,6
2018,Spain,Nuclear,56,272,21
2018,Spain,Renewables,104,272,38
2018,Spain,Hydro,34,272,13
2018,Spain,Wind and solar,64,272,23
2018,Spain,Wind,51,272,19
2018,Spain,Solar,13,272,5
2018,Spain,Bioenergy,6,272,2
2018,Sweden,Fossil,4,163,2
2018,Sweden,Fossil,3,163,2
2018,Sweden,Nuclear,69,163,42
2018,Sweden,Renewables,91,163,56
2018,Sweden,Hydro,62,163,38
2018,Sweden,Wind and solar,17,163,10
2018,Sweden,Wind,17,163,10
2018,Sweden,Bioenergy,12,163,7
2018,United Kingdom,Fossil,155,328,47
2018,United Kingdom,Coal,17,328,5
2018,United Kingdom,Hard Coal,17,328,5
2018,United Kingdom,Gas,131,328,40
2018,United Kingdom,Fossil,7,328,2
2018,United Kingdom,Nuclear,65,328,20
2018,United Kingdom,Renewables,108,328,33
2018,United Kingdom,Hydro,5,328,2
2018,United Kingdom,Wind and solar,70,328,21
2018,United Kingdom,Wind,57,328,17
2018,United Kingdom,Solar,13,328,4
2018,United Kingdom,Bioenergy,33,328,10
2019,Austria,Fossil,16,72,23
2019,Austria,Coal,2,72,2
2019,Austria,Hard Coal,2,72,2
2019,Austria,Gas,12,72,16
2019,Austria,Fossil,3,72,5
2019,Austria,Renewables,55,72,77
2019,Austria,Hydro,42,72,58
2019,Austria,Wind and solar,9,72,12
2019,Austria,Wind,8,72,11
2019,Austria,Solar,1,72,2
2019,Austria,Bioenergy,5,72,6
2019,Belgium,Fossil,29,90,32
2019,Belgium,Gas,25,90,28
2019,Belgium,Fossil,4,90,4
2019,Belgium,Nuclear,42,90,47
2019,Belgium,Renewables,19,90,21
2019,Belgium,Wind and solar,13,90,15
2019,Belgium,Wind,9,90,10
2019,Belgium,Solar,4,90,4
2019,Belgium,Bioenergy,5,90,6
2019,Bulgaria,Fossil,20,44,46
2019,Bulgaria,Coal,17,44,40
2019,Bulgaria,Lignite,17,44,39
2019,Bulgaria,Gas,2,44,5
2019,Bulgaria,Nuclear,17,44,38
2019,Bulgaria,Renewables,7,44,16
2019,Bulgaria,Hydro,3,44,7
2019,Bulgaria,Wind and solar,3,44,6
2019,Bulgaria,Wind,1,44,3
2019,Bulgaria,Solar,1,44,3
2019,Bulgaria,Bioenergy,1,44,3
2019,Croatia,Fossil,4,13,34
2019,Croatia,Coal,2,13,13
2019,Croatia,Hard Coal,1,13,11
2019,Croatia,Gas,3,13,21
2019,Croatia,Renewables,8,13,66
2019,Croatia,Hydro,6,13,47
2019,Croatia,Wind and solar,2,13,12
2019,Croatia,Wind,1,13,11
2019,Croatia,Bioenergy,1,13,7
2019,Cyprus,Fossil,4,5,90
2019,Cyprus,Fossil,4,5,90
2019,Czech Republic,Fossil,46,85,54
2019,Czech Republic,Coal,38,85,44
2019,Czech Republic,Hard Coal,2,85,2
2019,Czech Republic,Lignite,36,85,42
2019,Czech Republic,Gas,6,85,7
2019,Czech Republic,Fossil,2,85,3
2019,Czech Republic,Nuclear,30,85,35
2019,Czech Republic,Renewables,9,85,11
2019,Czech Republic,Hydro,2,85,2
2019,Czech Republic,Wind and solar,3,85,3
2019,Czech Republic,Wind,1,85,1
2019,Czech Republic,Solar,2,85,3
2019,Czech Republic,Bioenergy,5,85,5
2019,Denmark,Fossil,7,30,24
2019,Denmark,Coal,4,30,14
2019,Denmark,Hard Coal,4,30,14
2019,Denmark,Gas,2,30,6
2019,Denmark,Fossil,1,30,4
2019,Denmark,Renewables,23,30,76
2019,Denmark,Wind and solar,17,30,57
2019,Denmark,Wind,16,30,53
2019,Denmark,Solar,1,30,3
2019,Denmark,Bioenergy,6,30,19
2019,Estonia,Fossil,6,8,74
2019,Estonia,Fossil,6,8,74
2019,Estonia,Renewables,2,8,26
2019,Estonia,Wind and solar,1,8,9
2019,Estonia,Wind,1,8,9
2019,Estonia,Bioenergy,1,8,16
2019,Finland,Fossil,13,67,19
2019,Finland,Coal,4,67,7
2019,Finland,Hard Coal,4,67,7
2019,Finland,Gas,4,67,6
2019,Finland,Fossil,4,67,6
2019,Finland,Nuclear,24,67,35
2019,Finland,Renewables,31,67,46
2019,Finland,Hydro,12,67,18
2019,Finland,Wind and solar,6,67,9
2019,Finland,Wind,6,67,9
2019,Finland,Bioenergy,13,67,19
2019,France,Fossil,54,565,9
2019,France,Coal,4,565,1
2019,France,Hard Coal,4,565,1
2019,France,Gas,38,565,7
2019,France,Fossil,12,565,2
2019,France,Nuclear,399,565,71
2019,France,Renewables,112,565,20
2019,France,Hydro,57,565,10
2019,France,Wind and solar,46,565,8
2019,France,Wind,34,565,6
2019,France,Solar,13,565,2
2019,France,Bioenergy,8,565,1
2019,France,Renewables,1,565,0
2019,Germany,Fossil,286,604,47
2019,Germany,Coal,172,604,28
2019,Germany,Hard Coal,58,604,10
2019,Germany,Lignite,114,604,19
2019,Germany,Gas,91,604,15
2019,Germany,Fossil,24,604,4
2019,Germany,Nuclear,75,604,12
2019,Germany,Renewables,242,604,40
2019,Germany,Hydro,20,604,3
2019,Germany,Wind and solar,172,604,29
2019,Germany,Wind,126,604,21
2019,Germany,Solar,46,604,8
2019,Germany,Bioenergy,50,604,8
2019,Greece,Fossil,34,50,68
2019,Greece,Coal,12,50,24
2019,Greece,Lignite,12,50,24
2019,Greece,Gas,16,50,32
2019,Greece,Fossil,6,50,12
2019,Greece,Renewables,16,50,32
2019,Greece,Hydro,4,50,9
2019,Greece,Wind and solar,11,50,22
2019,Greece,Wind,7,50,14
2019,Greece,Solar,4,50,8
2019,Hungary,Fossil,13,34,38
2019,Hungary,Coal,4,34,12
2019,Hungary,Lignite,4,34,11
2019,Hungary,Gas,8,34,25
2019,Hungary,Fossil,1,34,2
2019,Hungary,Nuclear,16,34,48
2019,Hungary,Renewables,5,34,14
2019,Hungary,Wind and solar,2,34,6
2019,Hungary,Wind,1,34,2
2019,Hungary,Solar,1,34,4
2019,Hungary,Bioenergy,2,34,7
2019,Ireland,Fossil,20,31,64
2019,Ireland,Coal,1,31,2
2019,Ireland,Hard Coal,1,31,2
2019,Ireland,Gas,17,31,54
2019,Ireland,Fossil,2,31,8
2019,Ireland,Renewables,11,31,36
2019,Ireland,Hydro,1,31,3
2019,Ireland,Wind and solar,9,31,31
2019,Ireland,Wind,9,31,31
2019,Ireland,Bioenergy,1,31,3
2019,Italy,Fossil,173,290,60
2019,Italy,Coal,20,290,7
2019,Italy,Hard Coal,20,290,7
2019,Italy,Gas,137,290,47
2019,Italy,Fossil,16,290,5
2019,Italy,Renewables,117,290,40
2019,Italy,Hydro,47,290,16
2019,Italy,Wind and solar,45,290,16
2019,Italy,Wind,20,290,7
2019,Italy,Solar,25,290,9
2019,Italy,Bioenergy,19,290,7
2019,Italy,Renewables,6,290,2
2019,Latvia,Fossil,3,6,51
2019,Latvia,Gas,3,6,52
2019,Latvia,Renewables,3,6,49
2019,Latvia,Hydro,2,6,33
2019,Latvia,Bioenergy,1,6,14
2019,Lithuania,Fossil,1,3,21
2019,Lithuania,Renewables,2,3,79
2019,Lithuania,Wind and solar,2,3,49
2019,Lithuania,Wind,1,3,46
2019,Lithuania,Bioenergy,1,3,18
2019,Luxembourg,Renewables,1,1,72
2019,Malta,Fossil,2,2,90
2019,Malta,Gas,2,2,89
2019,Netherlands,Fossil,95,122,78
2019,Netherlands,Coal,18,122,15
2019,Netherlands,Hard Coal,18,122,15
2019,Netherlands,Gas,71,122,59
2019,Netherlands,Fossil,6,122,5
2019,Netherlands,Nuclear,4,122,3
2019,Netherlands,Renewables,23,122,19
2019,Netherlands,Wind and solar,17,122,14
2019,Netherlands,Wind,12,122,9
2019,Netherlands,Solar,5,122,4
2019,Netherlands,Bioenergy,6,122,5
2019,Poland,Fossil,138,163,85
2019,Poland,Coal,119,163,73
2019,Poland,Hard Coal,76,163,47
2019,Poland,Lignite,42,163,26
2019,Poland,Gas,15,163,9
2019,Poland,Fossil,5,163,3
2019,Poland,Renewables,25,163,15
2019,Poland,Hydro,2,163,1
2019,Poland,Wind and solar,16,163,10
2019,Poland,Wind,15,163,9
2019,Poland,Solar,1,163,0
2019,Poland,Bioenergy,7,163,4
2019,Portugal,Fossil,24,52,46
2019,Portugal,Coal,6,52,12
2019,Portugal,Hard Coal,6,52,12
2019,Portugal,Gas,17,52,32
2019,Portugal,Fossil,1,52,2
2019,Portugal,Renewables,28,52,54
2019,Portugal,Hydro,9,52,18
2019,Portugal,Wind and solar,15,52,29
2019,Portugal,Wind,14,52,26
2019,Portugal,Solar,1,52,2
2019,Portugal,Bioenergy,3,52,7
2019,Romania,Fossil,23,59,39
2019,Romania,Coal,14,59,23
2019,Romania,Lignite,13,59,23
2019,Romania,Gas,9,59,15
2019,Romania,Fossil,1,59,1
2019,Romania,Nuclear,11,59,19
2019,Romania,Renewables,25,59,42
2019,Romania,Hydro,16,59,26
2019,Romania,Wind and solar,9,59,14
2019,Romania,Wind,7,59,11
2019,Romania,Solar,2,59,3
2019,Romania,Bioenergy,1,59,1
